Ticker,Score,Close,RSI,EMA_Score,MACD_Score,OBV_Score,Pred_Breakout,Pred_Reversal,Pred_EMA_Cross,Volume_Spike,Regime,Percentile
THAR,-23.56,2.930000066757202,34.82,21.45,-200.0,100.0,100.0,0.0,100.0,0.72,TREND,23.69
AVBP,-23.6,20.82999992370605,20.63,6.18,-200.0,100.0,82.55,0.0,100.0,3.44,TREND,23.63
CHY,-23.6,11.630000114440918,38.72,-5.33,-152.17,100.0,100.0,0.0,100.0,1.76,RANGE,23.63
COIN,-23.63,241.1499938964844,27.26,-97.55,0.0,86.04,-100.0,0.0,-100.0,0.58,RANGE,23.58
ILMN,-23.65,141.63999938964844,37.31,-35.32,-200.0,100.0,100.0,0.0,100.0,1.45,TREND,23.54
FYC,-23.67,101.91999816894533,56.53,24.75,-200.0,100.0,-6.63,0.0,100.0,1.22,RANGE,23.49
PAX,-23.67,17.43000030517578,57.28,28.08,-200.0,100.0,52.47,-36.38,100.0,2.25,TREND,23.49
COCO,-23.68,53.540000915527344,78.14,-27.7,0.0,100.0,100.0,0.0,-100.0,2.97,RANGE,23.43
CDC,-23.73,68.37999725341797,48.14,40.38,-200.0,100.0,60.26,0.0,100.0,0.53,RANGE,23.4
BTM,-23.8,1.3600000143051147,46.51,19.12,-58.0,100.0,100.0,0.0,80.33,1.88,RANGE,23.36
ATRA,-23.81,4.550000190734863,52.22,-100.0,0.0,100.0,100.0,0.0,-100.0,0.39,TREND,23.32
QMCO,-23.84,7.869999885559082,63.35,100.0,-123.98,100.0,-100.0,-66.75,100.0,0.31,RANGE,23.29
PLTU,-23.93,67.12999725341797,26.32,-100.0,0.0,100.0,-100.0,0.0,100.0,0.94,TREND,23.25
OLMA,-23.97,27.13999938964844,31.85,-15.46,-200.0,100.0,87.65,0.0,-89.45,0.28,RANGE,23.21
IFRX,-24.17,1.0149999856948853,34.69,-62.08,-9.43,100.0,100.0,0.0,27.63,0.0,RANGE,23.18
OPEN,-24.22,6.659999847412109,50.43,-24.63,0.0,-100.0,100.0,0.0,-100.0,0.62,TREND,23.14
NIXX,-24.26,0.8985999822616577,35.08,-78.13,-56.7,100.0,100.0,0.0,66.34,0.34,TREND,23.1
MDAI,-24.32,1.5800000429153442,44.05,9.22,-125.92,-100.0,100.0,0.0,83.28,0.86,RANGE,23.07
CANC,-24.35,36.290000915527344,29.43,13.62,-200.0,-100.0,100.0,0.0,100.0,0.31,TREND,23.03
RPID,-24.37,4.159999847412109,73.15,100.0,0.0,100.0,-100.0,0.0,-100.0,1.1,RANGE,23.0
BWAY,-24.46,23.194000244140625,43.59,-3.62,-200.0,100.0,100.0,0.0,100.0,0.84,TREND,22.96
BLFY,-24.47,12.765000343322754,60.47,44.07,-200.0,-100.0,10.44,0.0,100.0,0.74,RANGE,22.92
TGTX,-24.5,30.559999465942383,61.63,100.0,-200.0,-100.0,-30.61,0.0,100.0,0.96,RANGE,22.89
KALU,-24.52,128.27499389648438,51.86,51.04,-200.0,100.0,-64.75,0.0,100.0,2.1,TREND,22.85
KYTX,-24.71,8.350000381469727,25.31,-25.82,-200.0,-100.0,65.14,0.0,100.0,1.18,RANGE,22.81
DAKT,-24.73,21.670000076293945,49.27,74.94,-200.0,100.0,-100.0,0.0,100.0,1.56,TREND,22.78
ANIX,-24.75,3.194999933242798,30.19,-45.94,-122.07,100.0,100.0,0.0,94.93,0.87,TREND,22.74
TOI,-24.86,3.359999895095825,50.0,-100.0,0.0,100.0,100.0,0.0,-100.0,0.61,TREND,22.7
WINA,-24.88,440.3299865722656,59.75,98.42,-200.0,100.0,-37.82,0.0,100.0,0.88,RANGE,22.67
ATOM,-24.97,2.369999885559082,50.0,57.33,-194.1,100.0,100.0,0.0,100.0,1.07,RANGE,22.63
INSG,-25.0,12.130000114440918,89.56,100.0,0.0,100.0,-100.0,-100.0,-100.0,1.15,RANGE,22.54
GLBE,-25.0,37.43000030517578,19.28,-100.0,0.0,-100.0,-100.0,0.0,-100.0,1.23,RANGE,22.54
NMIH,-25.0,38.0099983215332,74.6,-23.27,0.0,100.0,55.58,0.0,-100.0,1.82,RANGE,22.54
OZKAP,-25.0,16.959999084472656,86.59,45.92,0.0,100.0,-100.0,0.0,-100.0,0.74,RANGE,22.54
TLPH,-25.07,1.0,33.05,-100.0,23.6,100.0,100.0,0.0,-4.01,1.99,TREND,22.45
PUBM,-25.12,7.614999771118164,14.46,-100.0,-92.63,100.0,50.57,0.0,100.0,1.01,TREND,22.41
ONEQ,-25.19,92.51000213623048,53.54,-6.15,-115.1,100.0,24.93,-17.7,100.0,0.64,RANGE,22.36
TSMU,-25.19,54.91999816894531,70.5,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.32,TREND,22.36
LAES,-25.27,4.559999942779541,58.77,100.0,-200.0,-100.0,-100.0,0.0,100.0,0.46,RANGE,22.3
LECO,-25.28,263.6400146484375,76.06,97.87,-200.0,85.45,-38.21,-100.0,100.0,1.69,TREND,22.27
DUOT,-25.3,11.210000038146973,76.12,100.0,0.0,-100.0,-100.0,0.0,-100.0,1.48,RANGE,22.23
ARLP,-25.32,24.364999771118164,43.45,7.93,-115.66,-100.0,100.0,0.0,100.0,4.65,RANGE,22.19
PPSI,-25.35,4.75,50.6,-100.0,-64.21,100.0,100.0,0.0,-52.26,3.55,TREND,22.16
ETON,-25.37,15.15999984741211,30.98,-68.98,-104.37,100.0,100.0,95.08,100.0,1.16,TREND,22.12
CRTO,-25.38,19.479999542236328,24.56,-100.0,-200.0,100.0,-100.0,0.0,100.0,1.61,RANGE,22.08
ASND,-25.4,205.759994506836,25.39,-73.89,-200.0,100.0,-100.0,0.0,100.0,1.48,RANGE,22.05
GSBC,-25.43,63.79999923706055,62.33,51.65,-200.0,-100.0,-4.81,0.0,100.0,1.86,RANGE,22.01
IXHL,-25.44,0.3770999908447265,41.96,-58.88,-15.39,100.0,4.5,0.0,19.02,0.22,TREND,21.98
TSMX,-25.5,61.959999084472656,70.53,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.23,TREND,21.88
RZLV,-25.5,4.605000019073486,73.53,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.55,TREND,21.88
TSM,-25.5,342.3999938964844,70.53,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.53,TREND,21.88
TSMG,-25.5,29.7716007232666,70.54,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.23,TREND,21.88
ALT,-25.56,4.239999771118164,53.61,100.0,-200.0,100.0,62.42,-18.07,100.0,0.81,TREND,21.77
COGT,-25.56,38.90999984741211,58.43,100.0,-200.0,100.0,-69.98,-42.17,100.0,3.97,RANGE,21.77
ATER,-25.59,0.7718999981880188,52.3,-13.25,-41.92,-100.0,100.0,0.0,47.78,0.08,TREND,21.72
JBIO,-25.8,14.710000038146973,50.48,100.0,-200.0,-100.0,27.71,-2.4,100.0,2.86,TREND,21.68
AROW,-25.82,32.68000030517578,61.79,54.92,-35.51,-100.0,-35.38,-58.94,100.0,1.27,RANGE,21.65
MNDY,-25.94,126.61000061035156,37.04,-100.0,0.0,100.0,-97.13,0.0,100.0,1.45,TREND,21.61
IMMX,-25.99,4.715000152587891,30.83,17.12,-137.24,100.0,100.0,0.0,100.0,0.87,TREND,21.57
LGVN,-26.0,0.5529000163078308,46.71,-52.96,-31.34,100.0,100.0,16.47,26.21,1.01,RANGE,21.54
PECO,-26.01,35.810001373291016,79.62,41.6,200.0,-100.0,-100.0,0.0,-100.0,2.96,RANGE,21.5
OMEX,-26.03,2.134999990463257,41.03,-27.67,-65.13,100.0,100.0,44.87,66.59,0.8,RANGE,21.47
SLAB,-26.09,148.77000427246094,48.98,47.3,-200.0,90.53,40.71,0.0,100.0,2.02,TREND,21.43
HYPD,-26.14,3.234999895095825,14.3,-100.0,-61.32,100.0,16.31,0.0,100.0,1.43,TREND,21.39
PBM,-26.15,0.6696000099182129,33.99,-100.0,106.48,100.0,-100.0,0.0,-100.0,1.6,TREND,21.36
DSGX,-26.18,88.0199966430664,58.64,23.67,-200.0,95.59,-100.0,0.0,100.0,1.15,RANGE,21.32
FYBR,-26.28,38.47999954223633,73.21,17.06,0.0,100.0,-100.0,-100.0,40.93,0.73,RANGE,21.28
CAMT,-26.29,145.9250030517578,70.92,100.0,-200.0,100.0,-100.0,-100.0,100.0,0.98,TREND,21.25
MYNZ,-26.31,1.1399999856948853,57.14,-8.86,-29.41,100.0,100.0,0.0,43.35,2.74,RANGE,21.21
QTOP,-26.36,32.30500030517578,56.81,-5.16,-81.8,55.69,4.44,-34.05,100.0,0.22,RANGE,21.17
XMAG,-26.39,23.07999992370605,63.47,12.19,-158.69,100.0,-94.02,-67.37,100.0,0.41,RANGE,21.14
SIMO,-26.44,112.58000183105467,51.89,23.36,-200.0,100.0,100.0,0.0,100.0,4.44,TREND,21.1
DLTH,-26.46,2.309999942779541,59.55,53.15,-87.3,-100.0,-100.0,0.0,20.77,0.3,TREND,21.05
PRQR,-26.46,1.6549999713897705,50.79,-92.58,0.0,100.0,100.0,0.0,47.66,2.9,TREND,21.05
CHSCM,-26.47,24.940000534057617,54.74,9.16,123.16,-100.0,-74.13,0.0,-100.0,0.12,RANGE,20.99
CAKE,-26.48,59.31999969482422,39.6,23.49,-200.0,100.0,44.61,0.0,100.0,1.77,TREND,20.95
BWFG,-26.51,47.84000015258789,65.84,76.09,0.0,100.0,-100.0,-79.21,100.0,1.11,RANGE,20.92
NTRS,-26.52,145.64999389648438,51.92,21.5,-200.0,100.0,12.37,0.0,100.0,1.26,TREND,20.88
IESC,-26.55,460.4259948730469,80.44,100.0,0.0,100.0,-63.99,-100.0,-100.0,1.84,RANGE,20.85
CNTA,-26.61,22.200000762939453,53.71,19.08,-129.42,100.0,93.81,-18.57,100.0,3.24,TREND,20.79
CTLP,-26.61,10.859999656677246,53.85,16.75,-118.84,-100.0,100.0,0.0,78.98,2.32,RANGE,20.79
CG,-26.64,65.62999725341797,50.91,32.53,-200.0,100.0,70.78,0.0,100.0,1.77,TREND,20.74
HLIT,-26.68,10.074999809265137,56.28,21.96,-191.29,71.36,100.0,0.0,100.0,1.69,RANGE,20.66
OMCL,-26.68,50.52999877929688,45.49,11.08,-200.0,100.0,100.0,0.0,100.0,1.25,TREND,20.66
ELPW,-26.68,2.200000047683716,53.66,100.0,-200.0,-100.0,73.54,0.0,100.0,0.18,TREND,20.66
SIFY,-26.72,14.260000228881836,53.59,51.59,-200.0,100.0,-75.93,0.0,100.0,0.96,TREND,20.59
OPPJ,-26.76,51.41999816894531,78.93,81.63,-200.0,100.0,11.73,-100.0,100.0,3.55,TREND,20.55
GPIQ,-26.78,53.04999923706055,57.74,-1.96,-51.89,100.0,7.44,-38.7,100.0,2.45,RANGE,20.52
AAOI,-26.96,37.02000045776367,62.81,100.0,-200.0,100.0,-64.03,-64.04,100.0,0.59,RANGE,20.48
FRGT,-26.97,1.6200000047683716,52.44,-100.0,17.71,100.0,100.0,0.0,-100.0,0.43,TREND,20.44
BTMD,-27.04,2.319999933242798,32.35,-100.0,-77.76,100.0,100.0,88.24,74.61,1.4,TREND,20.41
CJMB,-27.06,3.884999990463257,66.31,100.0,-200.0,100.0,-100.0,-81.55,100.0,0.33,TREND,20.37
QQQJ,-27.08,39.130001068115234,60.56,20.92,-200.0,100.0,18.62,0.0,100.0,0.4,TREND,20.34
TRUE,-27.1,2.115000009536743,52.0,-24.82,-59.69,100.0,100.0,0.0,92.29,1.62,RANGE,20.3
SANM,-27.11,177.3800048828125,71.63,100.0,-200.0,100.0,-77.99,-100.0,100.0,1.46,TREND,20.26
HBNC,-27.15,17.510000228881836,58.02,59.74,-200.0,100.0,36.2,0.0,100.0,1.93,RANGE,20.23
ERIC,-27.21,9.425000190734863,54.45,0.72,-70.13,100.0,100.0,0.0,67.05,0.99,RANGE,20.17
IOBT,-27.21,0.5041000247001648,30.71,-100.0,-25.05,100.0,100.0,96.47,18.61,1.76,TREND,20.17
CVGI,-27.22,1.7050000429153442,40.68,-10.84,-189.22,100.0,100.0,0.0,-20.05,0.68,TREND,20.12
RNA,-27.25,72.51000213623047,43.55,4.52,-155.12,100.0,91.5,0.0,100.0,4.76,RANGE,20.08
DLO,-27.31,14.0600004196167,44.79,-49.23,-200.0,100.0,-10.2,0.0,100.0,2.34,RANGE,20.03
VTWO,-27.31,107.4000015258789,65.55,51.95,-200.0,100.0,-39.02,-77.74,100.0,0.45,TREND,20.03
REE,-27.36,0.7304999828338623,38.15,-100.0,-14.33,-100.0,-100.0,0.0,-20.46,0.2,RANGE,19.97
GTX,-27.39,18.459999084472656,27.24,3.0,-200.0,100.0,-74.82,0.0,100.0,1.65,TREND,19.93
CYN,-27.52,2.240000009536743,23.84,-100.0,0.0,100.0,-100.0,0.0,-23.73,0.5,TREND,19.9
ESPO,-27.61,105.6500015258789,54.25,16.46,-200.0,68.23,100.0,0.0,100.0,0.43,RANGE,19.84
CWCO,-27.61,37.470001220703125,61.83,75.62,-200.0,100.0,10.46,0.0,100.0,1.33,RANGE,19.84
EDBL,-27.68,0.6510000228881836,31.0,-100.0,0.81,100.0,100.0,0.0,-28.1,0.28,TREND,19.79
IVDA,-27.72,1.034999966621399,59.81,100.0,-182.49,100.0,88.85,0.0,100.0,0.47,RANGE,19.75
CARY,-27.85,20.89539909362793,33.92,0.48,0.96,-100.0,100.0,0.0,-21.71,0.7,RANGE,19.72
VTSI,-27.95,4.829999923706055,41.12,4.47,-200.0,100.0,100.0,0.0,100.0,2.96,TREND,19.68
SPFI,-28.0,40.79999923706055,63.04,69.83,-200.0,-100.0,28.63,0.0,100.0,2.41,RANGE,19.64
OCFC,-28.09,18.32999992370605,66.67,71.9,-200.0,100.0,-19.51,-83.33,100.0,3.05,TREND,19.61
ANGO,-28.2,10.4399995803833,55.55,60.67,-200.0,100.0,100.0,0.0,100.0,1.13,TREND,19.57
NTAP,-28.22,103.8499984741211,27.68,-89.5,0.0,100.0,-100.0,0.0,100.0,1.81,TREND,19.53
PLTG,-28.24,23.89999961853028,26.33,-100.0,0.0,100.0,-100.0,0.0,100.0,7.13,TREND,19.5
PRGS,-28.32,40.119998931884766,29.3,-100.0,0.0,100.0,-51.1,0.0,-100.0,2.65,RANGE,19.46
TITN,-28.37,16.450000762939453,52.66,13.63,-200.0,-100.0,100.0,0.0,100.0,1.5,RANGE,19.42
AFCG,-28.44,2.5299999713897705,64.45,-100.0,1.25,100.0,100.0,0.0,-100.0,0.62,TREND,19.39
FBLA,-28.48,12.770000457763672,50.67,-37.77,-149.51,100.0,65.2,-3.33,100.0,1.47,RANGE,19.35
LQDT,-28.5,31.309999465942383,37.66,5.67,-200.0,41.39,49.51,0.0,100.0,1.24,RANGE,19.31
NXTT,-28.53,6.860000133514404,46.24,-75.04,0.0,-6.06,100.0,0.0,24.6,1.29,RANGE,19.28
POWI,-28.56,43.334999084472656,61.49,100.0,-200.0,100.0,-90.87,-57.44,100.0,1.9,TREND,19.24
CVKD,-28.57,7.934999942779541,35.29,-85.4,-200.0,-100.0,77.74,0.0,100.0,0.15,RANGE,19.21
DAWN,-28.67,10.140000343322754,36.21,-23.32,-200.0,100.0,100.0,0.0,100.0,2.96,TREND,19.17
WLDS,-28.73,1.1449999809265137,30.28,-81.06,-110.66,100.0,100.0,0.0,83.44,0.58,TREND,19.13
LFCR,-28.75,8.220000267028809,73.02,100.0,0.0,-100.0,-100.0,-100.0,100.0,4.3,RANGE,19.08
CWST,-28.75,106.16500091552734,83.29,100.0,0.0,100.0,-100.0,-100.0,-100.0,2.35,RANGE,19.08
HROW,-28.8,47.86000061035156,46.33,20.28,-124.67,100.0,100.0,18.37,100.0,1.29,RANGE,19.02
WERN,-28.81,33.119998931884766,50.79,3.34,-186.86,-100.0,100.0,0.0,100.0,1.55,TREND,18.99
SAFT,-28.87,75.98999786376953,52.84,1.61,-200.0,100.0,83.09,0.0,100.0,1.31,RANGE,18.95
PALI,-28.99,1.6619999408721924,19.07,-100.0,-29.19,100.0,-100.0,0.0,97.64,0.93,TREND,18.91
EBAY,-29.02,93.0199966430664,42.09,7.39,-200.0,100.0,-77.47,0.0,100.0,4.3,TREND,18.88
RPAY,-29.03,3.5450000762939453,46.91,-62.16,-29.6,100.0,100.0,0.0,100.0,2.35,RANGE,18.84
CSIQ,-29.23,21.75,64.63,80.24,-191.62,100.0,100.0,-73.14,100.0,1.09,TREND,18.79
SOXX,-29.23,342.4599914550781,69.46,96.37,-200.0,100.0,-100.0,-97.28,100.0,1.3,TREND,18.79
PSHG,-29.25,2.049999952316284,31.2,-18.66,-162.46,100.0,99.3,0.0,100.0,0.26,TREND,18.73
EXC,-29.29,44.712501525878906,87.23,72.55,0.0,100.0,-100.0,0.0,-100.0,2.88,RANGE,18.68
FDUS,-29.29,19.920000076293945,42.86,30.21,-200.0,100.0,100.0,0.0,100.0,2.36,RANGE,18.68
QTUM,-29.46,118.5,61.83,36.8,-200.0,100.0,2.23,-59.16,100.0,0.53,TREND,18.62
SVCO,-29.5,4.5,57.44,57.9,-200.0,-100.0,19.52,0.0,100.0,0.5,TREND,18.59
FDTX,-29.67,40.84000015258789,52.11,-35.8,-125.82,100.0,83.39,-10.53,100.0,1.04,RANGE,18.55
GERN,-29.68,1.2999999523162842,40.0,-43.97,-69.13,61.11,100.0,0.0,93.92,0.6,RANGE,18.51
TERN,-29.77,36.59999847412109,42.99,50.42,-200.0,83.03,100.0,0.0,100.0,1.17,TREND,18.48
FTCS,-29.88,96.06999969482422,56.95,26.77,-200.0,100.0,100.0,0.0,100.0,3.88,RANGE,18.44
VTGN,-29.9,0.6650000214576721,17.2,-93.12,-37.67,100.0,-32.36,0.0,25.72,0.83,TREND,18.4
GOVX,-29.99,2.9600000381469727,55.69,-100.0,0.0,100.0,100.0,0.0,-100.0,1.21,TREND,18.37
SNCY,-30.0,17.71500015258789,70.36,100.0,-200.0,-100.0,100.0,-100.0,100.0,0.9,TREND,18.29
AEIS,-30.0,253.57000732421875,71.12,100.0,-200.0,100.0,-100.0,-100.0,100.0,1.02,TREND,18.29
KLAC,-30.0,1567.22998046875,79.54,100.0,-200.0,100.0,-100.0,-100.0,100.0,1.49,TREND,18.29
CRDO,-30.06,150.86099243164062,37.31,-31.96,-30.31,-100.0,100.0,0.0,100.0,1.09,RANGE,18.22
LFST,-30.12,7.260000228881836,49.52,-3.18,-146.82,73.54,25.83,0.0,80.67,2.36,TREND,18.17
TSLG,-30.12,8.734999656677246,44.7,-60.79,-77.74,34.72,100.0,26.48,100.0,0.49,TREND,18.17
AIRE,-30.13,0.4465999901294708,36.06,-85.11,-36.25,100.0,100.0,0.0,22.63,0.52,RANGE,18.11
LNKB,-30.18,8.649999618530273,59.55,62.89,-200.0,100.0,51.67,-47.75,100.0,1.12,RANGE,18.08
ARAY,-30.25,0.8381999731063843,48.73,-59.03,-76.87,100.0,14.38,0.0,58.13,0.7,TREND,18.04
ENTG,-30.28,117.33000183105467,76.33,100.0,-200.0,100.0,-100.0,-100.0,100.0,1.84,TREND,18.0
SMMT,-30.34,17.03499984741211,36.46,-58.33,-200.0,100.0,100.0,67.72,100.0,1.96,RANGE,17.97
AMRN,-30.37,14.800000190734863,42.31,-61.58,-200.0,100.0,100.0,38.46,100.0,0.53,TREND,17.93
BTCT,-30.41,1.6299999952316284,34.28,-52.39,-44.2,100.0,-15.9,78.62,46.47,0.16,RANGE,17.89
TCPC,-30.43,5.7829999923706055,56.29,74.47,-167.42,-100.0,64.13,0.0,100.0,0.65,RANGE,17.86
HLAL,-30.48,62.640098571777344,39.26,-6.83,-183.16,100.0,96.35,0.0,100.0,0.59,RANGE,17.82
ROST,-30.53,192.3500061035156,53.46,19.09,-200.0,100.0,43.21,0.0,100.0,1.83,TREND,17.78
ABSI,-30.6,3.025000095367432,15.79,-100.0,-83.87,100.0,-23.61,100.0,69.19,0.95,TREND,17.75
MRBK,-30.62,18.13999938964844,75.43,68.5,-200.0,100.0,-100.0,-100.0,100.0,0.62,RANGE,17.71
FA,-30.64,15.09000015258789,66.86,-4.28,0.0,-100.0,100.0,0.0,-100.0,1.17,RANGE,17.66
BTOG,-30.64,0.0961000025272369,10.62,-100.0,-17.66,100.0,-100.0,0.0,-7.47,0.38,TREND,17.66
RXT,-30.7,0.973900020122528,32.09,-61.05,-60.23,100.0,100.0,0.0,35.23,0.76,RANGE,17.6
FBOT,-30.88,35.72999954223633,69.65,35.94,-200.0,100.0,-4.99,-98.26,100.0,0.55,TREND,17.57
MNSB,-30.9,20.299999237060547,62.57,32.96,-200.0,100.0,6.54,-62.85,100.0,0.53,RANGE,17.53
SIGI,-31.0,81.83999633789062,44.12,-30.6,-200.0,100.0,100.0,29.41,100.0,1.76,RANGE,17.49
BAND,-31.03,13.40999984741211,41.67,-86.92,-72.39,100.0,100.0,41.67,100.0,2.07,TREND,17.44
PLCE,-31.03,4.519999980926514,57.83,-7.53,-74.93,-100.0,100.0,0.0,100.0,1.35,TREND,17.44
NSIT,-31.05,83.55999755859375,48.2,-40.67,-200.0,100.0,31.66,0.0,100.0,0.77,RANGE,17.38
AMUU,-31.1,63.16999816894531,62.03,100.0,-200.0,-100.0,-63.44,0.0,100.0,0.24,RANGE,17.35
PGC,-31.11,29.420000076293945,74.78,86.34,0.0,-100.0,-100.0,-100.0,100.0,3.04,RANGE,17.31
TOUR,-31.12,0.6802999973297119,36.44,-91.5,-26.23,49.25,-43.87,67.81,41.12,1.35,RANGE,17.27
MBIN,-31.16,35.345001220703125,53.66,31.61,-200.0,100.0,100.0,-18.32,100.0,1.69,RANGE,17.24
ARCT,-31.17,7.289999961853027,33.2,-2.37,-200.0,100.0,100.0,0.0,-100.0,1.23,TREND,17.2
APPS,-31.37,5.0,34.53,64.88,-200.0,100.0,29.9,0.0,100.0,1.72,RANGE,17.16
MOFG,-31.51,41.40999984741211,51.93,91.32,-200.0,100.0,-52.11,0.0,100.0,0.82,RANGE,17.13
CLOA,-31.53,51.93999862670898,79.43,5.37,-14.0,100.0,-100.0,-100.0,19.54,0.19,RANGE,17.07
LYTS,-31.53,19.86000061035156,65.41,64.17,-200.0,100.0,-100.0,-77.04,100.0,1.36,RANGE,17.07
VMD,-31.62,7.333000183105469,56.51,29.36,-200.0,-100.0,-100.0,0.0,100.0,0.86,RANGE,17.02
UMMA,-31.76,31.64999961853028,69.02,32.41,-167.82,-100.0,40.16,-95.09,100.0,0.52,TREND,16.96
AMTX,-31.76,1.4900000095367432,30.0,-100.0,0.0,100.0,-90.5,0.0,-18.15,0.7,TREND,16.96
WFRD,-31.77,83.7300033569336,12.37,-100.0,0.0,-100.0,-17.7,0.0,-100.0,1.41,TREND,16.89
RGP,-31.77,4.614999771118164,40.91,-64.05,-109.86,100.0,100.0,45.45,100.0,2.39,TREND,16.89
PROP,-31.78,1.784999966621399,26.87,-100.0,0.0,-100.0,-100.0,0.0,35.15,0.51,TREND,16.84
ENSC,-31.82,0.8335999846458435,30.58,-100.0,-89.18,100.0,93.72,97.1,100.0,2.83,TREND,16.78
FRST,-31.82,13.729999542236328,63.73,75.15,-200.0,54.64,-45.13,-68.63,100.0,0.53,RANGE,16.78
PANW,-31.85,187.6699981689453,40.74,-26.99,0.0,-100.0,91.86,0.0,100.0,1.17,RANGE,16.73
CMCT,-31.89,3.069999933242798,35.1,-100.0,-96.23,100.0,100.0,74.52,88.97,0.52,TREND,16.69
CFBK,-31.92,27.940000534057617,83.88,100.0,-200.0,100.0,-77.53,-100.0,100.0,1.54,TREND,16.64
SIDU,-31.92,3.359999895095825,28.77,-100.0,-200.0,100.0,100.0,0.0,100.0,0.38,TREND,16.64
AMDL,-31.97,17.969999313354492,61.61,100.0,-200.0,-100.0,-53.78,0.0,100.0,0.35,RANGE,16.58
URBN,-31.98,69.4800033569336,43.98,-100.0,0.0,100.0,100.0,0.0,-100.0,1.13,TREND,16.55
XMTR,-32.08,61.75,41.01,-67.16,-200.0,100.0,100.0,0.0,100.0,1.53,RANGE,16.51
DGRW,-32.15,90.98999786376952,47.89,1.06,-200.0,100.0,82.54,0.0,100.0,0.94,RANGE,16.47
OKTA,-32.21,89.5199966430664,28.1,-100.0,0.0,-100.0,-85.73,0.0,100.0,1.47,TREND,16.44
TRMK,-32.26,41.290000915527344,75.0,79.21,0.0,-100.0,-99.33,-100.0,100.0,1.79,RANGE,16.4
CEG,-32.35,307.8900146484375,33.57,-100.0,0.0,100.0,-100.0,0.0,100.0,2.45,TREND,16.36
TRIP,-32.38,13.289999961853027,33.36,-100.0,-25.12,100.0,54.24,0.0,100.0,1.72,RANGE,16.33
AMZD,-32.54,9.710000038146973,38.83,39.06,-200.0,100.0,100.0,0.0,100.0,0.19,TREND,16.29
NOVT,-32.64,134.57000732421875,63.75,92.17,-200.0,-100.0,100.0,-68.73,100.0,1.89,TREND,16.25
DUOL,-32.69,150.1999969482422,34.82,-100.0,0.0,100.0,58.45,0.0,-100.0,1.14,TREND,16.22
RDVT,-32.75,50.22999954223633,41.49,-89.62,0.0,100.0,-93.33,0.0,100.0,0.94,TREND,16.16
EWJV,-32.75,42.415000915527344,74.43,48.32,-200.0,100.0,100.0,-100.0,100.0,1.31,RANGE,16.16
GLTO,-32.86,24.82999992370605,48.9,100.0,-200.0,100.0,-5.33,5.5,100.0,2.02,TREND,16.11
ATLO,-32.87,23.64999961853028,64.97,49.32,-134.69,-100.0,-69.8,-74.84,100.0,1.71,RANGE,16.07
IVP,-32.9,0.0403000004589557,14.63,-100.0,-37.01,100.0,-100.0,0.0,23.98,0.04,TREND,16.03
NFXL,-32.92,26.780000686645508,39.39,-95.77,0.0,100.0,100.0,0.0,-100.0,0.64,TREND,15.98
BMR,-32.92,1.9299999475479128,41.71,-30.74,-154.38,100.0,100.0,0.0,100.0,0.36,TREND,15.98
VVOS,-32.94,2.049999952316284,46.74,0.53,-144.19,100.0,100.0,0.0,100.0,0.34,RANGE,15.93
SIBN,-32.98,17.010000228881836,31.93,-100.0,0.0,100.0,100.0,90.34,-100.0,2.2,TREND,15.89
SWKS,-33.08,57.77999877929688,24.57,-57.4,-200.0,87.17,100.0,100.0,100.0,1.26,TREND,15.85
SFLO,-33.09,29.90999984741211,31.91,-22.28,-186.3,-100.0,-19.12,0.0,100.0,2.73,RANGE,15.82
SOXQ,-33.16,62.38999938964844,68.82,86.75,-200.0,100.0,-100.0,-94.09,100.0,0.9,TREND,15.78
VRTX,-33.2,441.3200073242188,33.49,-85.94,0.0,100.0,100.0,0.0,-100.0,1.8,RANGE,15.74
LMFA,-33.26,0.4487000107765198,37.84,-100.0,-50.88,100.0,72.86,0.0,39.37,0.54,TREND,15.71
QRVO,-33.27,80.11000061035156,27.88,-30.31,-200.0,100.0,100.0,100.0,100.0,1.74,TREND,15.67
LILAK,-33.34,7.590000152587891,71.78,100.0,-135.15,-100.0,36.97,-100.0,96.41,1.72,TREND,15.63
LXEO,-33.4,7.400000095367432,30.67,-100.0,0.0,100.0,100.0,0.0,-100.0,1.99,TREND,15.6
IRDM,-33.48,19.03499984741211,35.51,-54.81,0.0,-100.0,-100.0,0.0,-100.0,1.05,TREND,15.54
RSSS,-33.48,2.8399999141693115,45.17,-18.94,-132.76,100.0,100.0,0.0,100.0,0.48,RANGE,15.54
ABCL,-33.52,4.110000133514404,37.97,-30.49,-200.0,100.0,100.0,0.0,100.0,0.84,TREND,15.49
RUSHA,-33.55,61.5,79.18,100.0,-200.0,100.0,-100.0,-100.0,100.0,1.71,TREND,15.43
ABVX,-33.55,117.0500030517578,30.55,-86.26,0.0,100.0,37.6,0.0,-100.0,0.76,TREND,15.43
CNXN,-33.56,58.58000183105469,58.62,3.5,-110.39,-100.0,-7.28,0.0,100.0,1.48,RANGE,15.38
